date,region,prediction_confirmed,prediction_deaths
2020-11-19,FIN,21916,55407
2020-11-20,FIN,21999,55407
2020-11-21,FIN,22082,55407
2020-11-22,FIN,22166,55407
2020-11-23,FIN,22249,55407
2020-11-24,FIN,22332,55407
2020-11-25,FIN,22415,55407
2020-11-26,FIN,22499,55407
2020-11-27,FIN,22582,55407
2020-11-28,FIN,22665,55407
2020-11-29,FIN,22748,55407
2020-11-30,FIN,22832,55407
2020-12-01,FIN,22915,55407
2020-12-02,FIN,22998,55407
2020-12-03,FIN,23081,55407
2020-12-04,FIN,23165,55407
2020-12-05,FIN,23248,55407
2020-12-06,FIN,23331,55407
2020-12-07,FIN,23414,55407
2020-12-08,FIN,23498,55407
2020-12-09,FIN,23581,55407
2020-12-10,FIN,23664,55407
2020-12-11,FIN,23747,55407
2020-12-12,FIN,23831,55407
2020-12-13,FIN,23914,55407
2020-12-14,FIN,23997,55407
2020-12-15,FIN,24080,55407
2020-12-16,FIN,24164,55407
2020-12-17,FIN,24247,55407
2020-12-18,FIN,24330,55407
2020-12-19,FIN,24413,55407
2020-12-20,FIN,24497,55407
2020-12-21,FIN,24580,55407
2020-12-22,FIN,24663,55407
2020-12-23,FIN,24746,55407
2020-12-24,FIN,24830,55407
2020-12-25,FIN,24913,55407
2020-12-26,FIN,24996,55407
2020-12-27,FIN,25079,55407
2020-12-28,FIN,25163,55407
2020-12-29,FIN,25246,55407
2020-12-30,FIN,25329,55407
2020-12-31,FIN,25412,55407
2020-04-14,FJI,17,0
2020-04-15,FJI,18,0
2020-04-16,FJI,19,0
2020-04-17,FJI,20,0
2020-04-18,FJI,22,0
2020-04-19,FJI,23,0
2020-04-20,FJI,25,0
2020-04-21,FJI,27,0
2020-04-22,FJI,29,0
2020-04-23,FJI,18,0
2020-04-24,FJI,18,0
2020-04-25,FJI,19,0
2020-04-26,FJI,19,0
2020-04-27,FJI,20,0
2020-04-28,FJI,20,0
2020-04-29,FJI,21,0
2020-04-30,FJI,22,0
2020-05-01,FJI,22,0
2020-05-02,FJI,22,0
2020-05-03,FJI,23,0
2020-05-04,FJI,21,0
2020-05-05,FJI,21,0
2020-05-06,FJI,21,0
2020-05-07,FJI,22,0
2020-05-08,FJI,22,0
2020-05-09,FJI,22,0
2020-05-10,FJI,22,0
2020-05-11,FJI,23,0
2020-05-12,FJI,23,0
2020-05-13,FJI,23,0
2020-05-14,FJI,23,0
2020-05-15,FJI,24,0
2020-05-16,FJI,24,0
2020-05-17,FJI,24,0
2020-05-18,FJI,24,0
2020-05-19,FJI,25,0
2020-05-20,FJI,25,0
2020-05-21,FJI,25,0
2020-05-22,FJI,25,0
2020-05-23,FJI,26,0
2020-05-24,FJI,26,0
2020-05-25,FJI,26,0
2020-05-26,FJI,26,0
2020-05-27,FJI,27,0
2020-05-28,FJI,27,0
2020-05-29,FJI,27,0
2020-05-30,FJI,27,0
2020-05-31,FJI,28,0
2020-06-01,FJI,28,0
2020-06-02,FJI,28,0
2020-06-03,FJI,28,0
2020-06-04,FJI,29,0
2020-06-05,FJI,29,0
2020-06-06,FJI,29,0
2020-06-07,FJI,29,0
2020-06-08,FJI,30,0
2020-06-09,FJI,30,0
2020-06-10,FJI,30,0
2020-06-11,FJI,30,0
2020-06-12,FJI,31,0
2020-06-13,FJI,31,0
2020-06-14,FJI,31,0
2020-06-15,FJI,31,0
2020-06-16,FJI,32,0
2020-06-17,FJI,32,0
2020-06-18,FJI,32,0
2020-06-19,FJI,32,0
2020-06-20,FJI,33,0
2020-06-21,FJI,33,0
2020-06-22,FJI,33,0
2020-06-23,FJI,33,0
2020-06-24,FJI,34,0
2020-06-25,FJI,34,0
2020-06-26,FJI,34,0
2020-06-27,FJI,34,0
2020-06-28,FJI,35,0
2020-06-29,FJI,35,0
2020-06-30,FJI,35,0
2020-07-01,FJI,35,0
2020-07-02,FJI,36,0
2020-07-03,FJI,36,0
2020-07-04,FJI,36,0
2020-07-05,FJI,36,0
2020-07-06,FJI,37,0
2020-07-07,FJI,37,0
2020-07-08,FJI,37,0
2020-07-09,FJI,37,0
2020-07-10,FJI,38,0
2020-07-11,FJI,38,0
2020-07-12,FJI,38,0
2020-07-13,FJI,38,0
2020-07-14,FJI,39,0
2020-07-15,FJI,39,0
2020-07-16,FJI,39,0
2020-07-17,FJI,39,0
2020-07-18,FJI,40,0
2020-07-19,FJI,40,0
2020-07-20,FJI,40,0
2020-07-21,FJI,40,0
2020-07-22,FJI,41,0
2020-07-23,FJI,41,0
2020-07-24,FJI,41,0
2020-07-25,FJI,41,0
2020-07-26,FJI,42,0
2020-07-27,FJI,42,0
2020-07-28,FJI,42,0
2020-07-29,FJI,42,0
2020-07-30,FJI,43,0
2020-07-31,FJI,43,0
2020-08-01,FJI,43,0
2020-08-02,FJI,43,0
2020-08-03,FJI,44,0
2020-08-04,FJI,44,0
2020-08-05,FJI,44,0
2020-08-06,FJI,44,0
2020-08-07,FJI,45,0
2020-08-08,FJI,45,0
2020-08-09,FJI,45,0
2020-08-10,FJI,45,0
2020-08-11,FJI,46,0
2020-08-12,FJI,46,0
2020-08-13,FJI,46,0
2020-08-14,FJI,46,0
2020-08-15,FJI,47,0
2020-08-16,FJI,47,0
2020-08-17,FJI,47,0
2020-08-18,FJI,47,0
2020-08-19,FJI,48,0
2020-08-20,FJI,48,0
2020-08-21,FJI,48,0
2020-08-22,FJI,48,0
2020-08-23,FJI,49,0
2020-08-24,FJI,49,0
2020-08-25,FJI,49,0
2020-08-26,FJI,49,0
2020-08-27,FJI,50,0
2020-08-28,FJI,50,0
2020-08-29,FJI,50,0
2020-08-30,FJI,50,0
2020-08-31,FJI,51,0
2020-09-01,FJI,51,0
2020-09-02,FJI,51,0
2020-09-03,FJI,51,0
2020-09-04,FJI,52,0
2020-09-05,FJI,52,0
2020-09-06,FJI,52,0
2020-09-07,FJI,52,0
2020-09-08,FJI,53,0
2020-09-09,FJI,53,0
2020-09-10,FJI,53,0
2020-09-11,FJI,53,0
2020-09-12,FJI,54,0
2020-09-13,FJI,54,0
2020-09-14,FJI,54,0
2020-09-15,FJI,54,0
2020-09-16,FJI,55,0
2020-09-17,FJI,55,0
2020-09-18,FJI,55,0
2020-09-19,FJI,55,0
2020-09-20,FJI,56,0
2020-09-21,FJI,56,0
2020-09-22,FJI,56,0
2020-09-23,FJI,56,0
2020-09-24,FJI,57,0
2020-09-25,FJI,57,0
2020-09-26,FJI,57,0
2020-09-27,FJI,57,0
2020-09-28,FJI,58,0
2020-09-29,FJI,58,0
2020-09-30,FJI,58,0
2020-10-01,FJI,58,0
2020-10-02,FJI,59,0
2020-10-03,FJI,59,0
2020-10-04,FJI,59,0
2020-10-05,FJI,59,0
2020-10-06,FJI,60,0
2020-10-07,FJI,60,0
2020-10-08,FJI,60,0
2020-10-09,FJI,60,0
2020-10-10,FJI,61,0
2020-10-11,FJI,61,0
2020-10-12,FJI,61,0
2020-10-13,FJI,61,0
2020-10-14,FJI,62,0
2020-10-15,FJI,62,0
2020-10-16,FJI,62,0
2020-10-17,FJI,62,0
2020-10-18,FJI,63,0
2020-10-19,FJI,63,0
2020-10-20,FJI,63,0
2020-10-21,FJI,63,0
2020-10-22,FJI,64,0
2020-10-23,FJI,64,0
2020-10-24,FJI,64,0
2020-10-25,FJI,64,0
2020-10-26,FJI,65,0
2020-10-27,FJI,65,0
2020-10-28,FJI,65,0
2020-10-29,FJI,65,0
2020-10-30,FJI,66,0
2020-10-31,FJI,66,0
2020-11-01,FJI,66,0
2020-11-02,FJI,66,0
2020-11-03,FJI,67,0
2020-11-04,FJI,67,0
2020-11-05,FJI,67,0
2020-11-06,FJI,67,0
2020-11-07,FJI,68,0
2020-11-08,FJI,68,0
2020-11-09,FJI,68,0
2020-11-10,FJI,68,0
2020-11-11,FJI,69,0
2020-11-12,FJI,69,0
2020-11-13,FJI,69,0
2020-11-14,FJI,69,0
2020-11-15,FJI,70,0
2020-11-16,FJI,70,0
2020-11-17,FJI,70,0
2020-11-18,FJI,70,0
2020-11-19,FJI,71,0
2020-11-20,FJI,71,0
2020-11-21,FJI,71,0
2020-11-22,FJI,71,0
2020-11-23,FJI,72,0
2020-11-24,FJI,72,0
2020-11-25,FJI,72,0
2020-11-26,FJI,72,0
2020-11-27,FJI,73,0
2020-11-28,FJI,73,0
2020-11-29,FJI,73,0
2020-11-30,FJI,73,0
2020-12-01,FJI,74,0
2020-12-02,FJI,74,0
2020-12-03,FJI,74,0
2020-12-04,FJI,74,0
2020-12-05,FJI,75,0
2020-12-06,FJI,75,0
2020-12-07,FJI,75,0
2020-12-08,FJI,75,0
2020-12-09,FJI,76,0
2020-12-10,FJI,76,0
2020-12-11,FJI,76,0
2020-12-12,FJI,76,0
2020-12-13,FJI,77,0
2020-12-14,FJI,77,0
2020-12-15,FJI,77,0
2020-12-16,FJI,77,0
2020-12-17,FJI,78,0
2020-12-18,FJI,78,0
2020-12-19,FJI,78,0
2020-12-20,FJI,78,0
2020-12-21,FJI,79,0
2020-12-22,FJI,79,0
2020-12-23,FJI,79,0
2020-12-24,FJI,79,0
2020-12-25,FJI,80,0
2020-12-26,FJI,80,0
2020-12-27,FJI,80,0
2020-12-28,FJI,80,0
2020-12-29,FJI,81,0
2020-12-30,FJI,81,0
2020-12-31,FJI,81,0
2020-04-14,FRA,134572,16661
2020-04-15,FRA,137863,17627
2020-04-16,FRA,141234,18649
2020-04-17,FRA,144687,19730
2020-04-18,FRA,148225,20874
2020-04-19,FRA,151849,22084
2020-04-20,FRA,155562,23364
2020-04-21,FRA,159366,24719
2020-04-22,FRA,163262,26152
2020-04-23,FRA,168771,27669
2020-04-24,FRA,171912,29273
2020-04-25,FRA,172231,30970
2020-04-26,FRA,174496,32766
2020-04-27,FRA,177404,34666
2020-04-28,FRA,182771,36676
2020-04-29,FRA,189619,38802
2020-04-30,FRA,193082,41052
2020-05-01,FRA,196810,43432
2020-05-02,FRA,201037,45950
2020-05-03,FRA,209213,48614
2020-05-04,FRA,192462,51433
2020-05-05,FRA,195133,54415
2020-05-06,FRA,197792,57570
2020-05-07,FRA,200439,60908
2020-05-08,FRA,203076,64439
2020-05-09,FRA,205704,68175
2020-05-10,FRA,208324,72128
2020-05-11,FRA,210936,76310
2020-05-12,FRA,213540,80735
2020-05-13,FRA,216139,85416
2020-05-14,FRA,218731,90368
2020-05-15,FRA,221319,95607
2020-05-16,FRA,223901,101151
2020-05-17,FRA,226480,107015
2020-05-18,FRA,229054,113220
2020-05-19,FRA,231625,119785
2020-05-20,FRA,234193,126730
2020-05-21,FRA,236758,134077
2020-05-22,FRA,239320,141851
2020-05-23,FRA,241880,150076
2020-05-24,FRA,244438,158777
2020-05-25,FRA,246993,167983
2020-05-26,FRA,249547,177722
2020-05-27,FRA,252099,188026
2020-05-28,FRA,254650,198928
2020-05-29,FRA,257200,210462
2020-05-30,FRA,259748,222664
2020-05-31,FRA,262296,235574
2020-06-01,FRA,264842,249233
2020-06-02,FRA,267387,263683
2020-06-03,FRA,269932,278971
2020-06-04,FRA,272476,295146
2020-06-05,FRA,275019,312258
2020-06-06,FRA,277562,330362
2020-06-07,FRA,280104,349517
2020-06-08,FRA,282645,369781
2020-06-09,FRA,285187,391221
2020-06-10,FRA,287727,413904
2020-06-11,FRA,290268,437902
2020-06-12,FRA,292808,463291
2020-06-13,FRA,295348,490152
2020-06-14,FRA,297887,518571
2020-06-15,FRA,300427,548637
2020-06-16,FRA,302966,580447
2020-06-17,FRA,305505,614101
2020-06-18,FRA,308043,649706
2020-06-19,FRA,310582,652735
2020-06-20,FRA,313120,652735
2020-06-21,FRA,315658,652735
2020-06-22,FRA,318197,652735
2020-06-23,FRA,320735,652735
2020-06-24,FRA,323273,652735
2020-06-25,FRA,325810,652735
2020-06-26,FRA,328348,652735
2020-06-27,FRA,330886,652735
2020-06-28,FRA,333423,652735
2020-06-29,FRA,335961,652735
2020-06-30,FRA,338499,652735
2020-07-01,FRA,341036,652735
2020-07-02,FRA,343573,652735
2020-07-03,FRA,346111,652735
2020-07-04,FRA,348648,652735
2020-07-05,FRA,351185,652735
2020-07-06,FRA,353723,652735
2020-07-07,FRA,356260,652735
2020-07-08,FRA,358797,652735
2020-07-09,FRA,361334,652735
2020-07-10,FRA,363872,652735
2020-07-11,FRA,366409,652735
2020-07-12,FRA,368946,652735
2020-07-13,FRA,371483,652735
2020-07-14,FRA,374020,652735
2020-07-15,FRA,376557,652735
2020-07-16,FRA,379094,652735
2020-07-17,FRA,381632,652735
2020-07-18,FRA,384169,652735
2020-07-19,FRA,386706,652735
2020-07-20,FRA,389243,652735
2020-07-21,FRA,391780,652735
2020-07-22,FRA,394317,652735
2020-07-23,FRA,396854,652735
2020-07-24,FRA,399391,652735
2020-07-25,FRA,401928,652735
2020-07-26,FRA,404465,652735
2020-07-27,FRA,407002,652735
2020-07-28,FRA,409539,652735
2020-07-29,FRA,412076,652735
2020-07-30,FRA,414613,652735
2020-07-31,FRA,417150,652735
2020-08-01,FRA,419687,652735
2020-08-02,FRA,422224,652735
2020-08-03,FRA,424761,652735
2020-08-04,FRA,427298,652735
2020-08-05,FRA,429835,652735
2020-08-06,FRA,432372,652735
2020-08-07,FRA,434909,652735
2020-08-08,FRA,437446,652735
2020-08-09,FRA,439983,652735
2020-08-10,FRA,442520,652735
2020-08-11,FRA,445057,652735
2020-08-12,FRA,447594,652735
2020-08-13,FRA,450131,652735
2020-08-14,FRA,452668,652735
2020-08-15,FRA,455205,652735
2020-08-16,FRA,457742,652735
2020-08-17,FRA,460279,652735
2020-08-18,FRA,462816,652735
2020-08-19,FRA,465353,652735
2020-08-20,FRA,467890,652735
2020-08-21,FRA,470427,652735
2020-08-22,FRA,472964,652735
2020-08-23,FRA,475501,652735
2020-08-24,FRA,478038,652735
2020-08-25,FRA,480575,652735
2020-08-26,FRA,483112,652735
2020-08-27,FRA,485649,652735
2020-08-28,FRA,488186,652735
2020-08-29,FRA,490723,652735
2020-08-30,FRA,493260,652735
2020-08-31,FRA,495797,652735
2020-09-01,FRA,498334,652735
2020-09-02,FRA,500871,652735
2020-09-03,FRA,503408,652735
2020-09-04,FRA,505945,652735
2020-09-05,FRA,508482,652735
2020-09-06,FRA,511019,652735
2020-09-07,FRA,513556,652735
2020-09-08,FRA,516093,652735
2020-09-09,FRA,518630,652735
2020-09-10,FRA,521167,652735
2020-09-11,FRA,523704,652735
2020-09-12,FRA,526241,652735
2020-09-13,FRA,528778,652735
2020-09-14,FRA,531315,652735
2020-09-15,FRA,533852,652735
2020-09-16,FRA,536389,652735
2020-09-17,FRA,538926,652735
2020-09-18,FRA,541463,652735
2020-09-19,FRA,544000,652735
2020-09-20,FRA,546537,652735
2020-09-21,FRA,549074,652735
2020-09-22,FRA,551611,652735
2020-09-23,FRA,554148,652735
2020-09-24,FRA,556685,652735
2020-09-25,FRA,559222,652735
2020-09-26,FRA,561759,652735
2020-09-27,FRA,564296,652735
2020-09-28,FRA,566833,652735
2020-09-29,FRA,569370,652735
2020-09-30,FRA,571907,652735
2020-10-01,FRA,574444,652735
2020-10-02,FRA,576981,652735
2020-10-03,FRA,579518,652735
2020-10-04,FRA,582055,652735
2020-10-05,FRA,584592,652735
2020-10-06,FRA,587129,652735
2020-10-07,FRA,589666,652735
2020-10-08,FRA,592203,652735
2020-10-09,FRA,594740,652735
2020-10-10,FRA,597277,652735
2020-10-11,FRA,599814,652735
2020-10-12,FRA,602351,652735
2020-10-13,FRA,604888,652735
2020-10-14,FRA,607425,652735
2020-10-15,FRA,609962,652735
2020-10-16,FRA,612499,652735
2020-10-17,FRA,615036,652735
2020-10-18,FRA,617573,652735
2020-10-19,FRA,620110,652735
2020-10-20,FRA,622647,652735
2020-10-21,FRA,625184,652735
2020-10-22,FRA,627721,652735
2020-10-23,FRA,630258,652735
2020-10-24,FRA,632795,652735
2020-10-25,FRA,635332,652735
2020-10-26,FRA,637869,652735
2020-10-27,FRA,640406,652735
2020-10-28,FRA,642943,652735
2020-10-29,FRA,645480,652735
2020-10-30,FRA,648017,652735
2020-10-31,FRA,650554,652735
2020-11-01,FRA,653091,652735
2020-11-02,FRA,655628,652735
2020-11-03,FRA,658165,652735
2020-11-04,FRA,660702,652735
2020-11-05,FRA,663239,652735
2020-11-06,FRA,665776,652735
2020-11-07,FRA,668313,652735
2020-11-08,FRA,670850,652735
2020-11-09,FRA,673387,652735
2020-11-10,FRA,675924,652735
2020-11-11,FRA,678461,652735
2020-11-12,FRA,680998,652735
2020-11-13,FRA,683535,652735
2020-11-14,FRA,686072,652735
2020-11-15,FRA,688609,652735
2020-11-16,FRA,691146,652735
2020-11-17,FRA,693683,652735
2020-11-18,FRA,696220,652735
2020-11-19,FRA,698757,652735
2020-11-20,FRA,701294,652735
2020-11-21,FRA,703831,652735
2020-11-22,FRA,706368,652735
2020-11-23,FRA,708905,652735
2020-11-24,FRA,711442,652735
2020-11-25,FRA,713979,652735
2020-11-26,FRA,716516,652735
2020-11-27,FRA,719053,652735
2020-11-28,FRA,721590,652735
2020-11-29,FRA,724127,652735
2020-11-30,FRA,726664,652735
2020-12-01,FRA,729201,652735
2020-12-02,FRA,731738,652735
2020-12-03,FRA,734275,652735
2020-12-04,FRA,736812,652735
2020-12-05,FRA,739349,652735
2020-12-06,FRA,741886,652735
2020-12-07,FRA,744423,652735
2020-12-08,FRA,746960,652735
2020-12-09,FRA,749497,652735
2020-12-10,FRA,752034,652735
2020-12-11,FRA,754571,652735
2020-12-12,FRA,757108,652735
2020-12-13,FRA,759645,652735
2020-12-14,FRA,762182,652735
2020-12-15,FRA,764719,652735
2020-12-16,FRA,767256,652735
2020-12-17,FRA,769793,652735
2020-12-18,FRA,772330,652735
2020-12-19,FRA,774867,652735
2020-12-20,FRA,777404,652735
2020-12-21,FRA,779941,652735
2020-12-22,FRA,782478,652735
2020-12-23,FRA,785015,652735
2020-12-24,FRA,787552,652735
2020-12-25,FRA,790089,652735
2020-12-26,FRA,792626,652735
2020-12-27,FRA,795163,652735
2020-12-28,FRA,797700,652735
2020-12-29,FRA,800237,652735
2020-12-30,FRA,802774,652735
2020-12-31,FRA,805311,652735
2020-04-14,GAB,60,1
2020-04-15,GAB,65,1
2020-04-16,GAB,69,1
2020-04-17,GAB,74,1
2020-04-18,GAB,79,1
2020-04-19,GAB,84,1
2020-04-20,GAB,90,1
2020-04-21,GAB,96,1
2020-04-22,GAB,103,1
2020-04-23,GAB,183,2
2020-04-24,GAB,211,2
2020-04-25,GAB,235,2
2020-04-26,GAB,262,2
2020-04-27,GAB,292,2
2020-04-28,GAB,319,3
2020-04-29,GAB,351,3
2020-04-30,GAB,386,3
2020-05-01,GAB,415,3
2020-05-02,GAB,456,4
2020-05-03,GAB,480,4
2020-05-04,GAB,455,4
2020-05-05,GAB,487,5
2020-05-06,GAB,520,5
2020-05-07,GAB,553,5
2020-05-08,GAB,587,6
2020-05-09,GAB,622,6
2020-05-10,GAB,657,7
2020-05-11,GAB,692,7
2020-05-12,GAB,727,8
2020-05-13,GAB,762,9
2020-05-14,GAB,796,9
2020-05-15,GAB,831,10
2020-05-16,GAB,864,11
2020-05-17,GAB,897,12
2020-05-18,GAB,929,13
2020-05-19,GAB,961,14
2020-05-20,GAB,991,15
2020-05-21,GAB,1020,16
2020-05-22,GAB,1048,17
2020-05-23,GAB,1076,18
2020-05-24,GAB,1102,20
2020-05-25,GAB,1127,21
2020-05-26,GAB,1151,23
2020-05-27,GAB,1174,25
2020-05-28,GAB,1196,27
2020-05-29,GAB,1218,29
2020-05-30,GAB,1238,31
2020-05-31,GAB,1258,33
2020-06-01,GAB,1277,36
2020-06-02,GAB,1295,39
2020-06-03,GAB,1313,42
2020-06-04,GAB,1330,45
2020-06-05,GAB,1347,48
2020-06-06,GAB,1363,52
2020-06-07,GAB,1378,56
2020-06-08,GAB,1394,60
2020-06-09,GAB,1409,65
2020-06-10,GAB,1423,70
2020-06-11,GAB,1438,75
2020-06-12,GAB,1452,81
2020-06-13,GAB,1466,87
2020-06-14,GAB,1480,94
2020-06-15,GAB,1493,101
2020-06-16,GAB,1507,109
2020-06-17,GAB,1520,117
2020-06-18,GAB,1533,126
2020-06-19,GAB,1546,136
2020-06-20,GAB,1559,146
2020-06-21,GAB,1571,157
2020-06-22,GAB,1584,169
2020-06-23,GAB,1597,182
2020-06-24,GAB,1609,196
2020-06-25,GAB,1622,211
2020-06-26,GAB,1634,227
2020-06-27,GAB,1646,245
2020-06-28,GAB,1659,263
2020-06-29,GAB,1671,283
2020-06-30,GAB,1683,305
2020-07-01,GAB,1696,328
2020-07-02,GAB,1708,353
2020-07-03,GAB,1720,380
2020-07-04,GAB,1732,409
2020-07-05,GAB,1744,440
2020-07-06,GAB,1756,474
2020-07-07,GAB,1769,510
2020-07-08,GAB,1781,549
2020-07-09,GAB,1793,591
2020-07-10,GAB,1805,636
2020-07-11,GAB,1817,684
2020-07-12,GAB,1829,736
2020-07-13,GAB,1841,792
2020-07-14,GAB,1853,852
2020-07-15,GAB,1865,917
2020-07-16,GAB,1877,987
2020-07-17,GAB,1889,1062
2020-07-18,GAB,1901,1143
2020-07-19,GAB,1913,1230
2020-07-20,GAB,1925,1324
2020-07-21,GAB,1937,1425
2020-07-22,GAB,1949,1533
2020-07-23,GAB,1961,1650
2020-07-24,GAB,1973,1776
2020-07-25,GAB,1985,1911
2020-07-26,GAB,1997,2056
2020-07-27,GAB,2009,2213
2020-07-28,GAB,2021,2382
2020-07-29,GAB,2033,2563
2020-07-30,GAB,2045,2758
2020-07-31,GAB,2057,2968
2020-08-01,GAB,2069,3194
2020-08-02,GAB,2081,3437
2020-08-03,GAB,2093,3699
2020-08-04,GAB,2105,3980
2020-08-05,GAB,2117,4283
2020-08-06,GAB,2129,4609
2020-08-07,GAB,2141,4960
2020-08-08,GAB,2153,5338
2020-08-09,GAB,2165,5744
2020-08-10,GAB,2177,6181
2020-08-11,GAB,2189,6652
2020-08-12,GAB,2201,7158
2020-08-13,GAB,2213,7703
2020-08-14,GAB,2225,8289
2020-08-15,GAB,2237,8920
2020-08-16,GAB,2249,9599
2020-08-17,GAB,2261,10330
2020-08-18,GAB,2273,11116
2020-08-19,GAB,2285,11962
2020-08-20,GAB,2297,12873
2020-08-21,GAB,2309,13852
2020-08-22,GAB,2321,14907
2020-08-23,GAB,2333,16041
2020-08-24,GAB,2345,17262
2020-08-25,GAB,2357,18576
2020-08-26,GAB,2369,19990
2020-08-27,GAB,2381,21512
2020-08-28,GAB,2393,22257
2020-08-29,GAB,2405,22257
2020-08-30,GAB,2417,22257
2020-08-31,GAB,2429,22257
2020-09-01,GAB,2441,22257
2020-09-02,GAB,2453,22257
2020-09-03,GAB,2465,22257
2020-09-04,GAB,2477,22257
2020-09-05,GAB,2489,22257
2020-09-06,GAB,2501,22257
2020-09-07,GAB,2513,22257
2020-09-08,GAB,2525,22257
2020-09-09,GAB,2537,22257
2020-09-10,GAB,2549,22257
2020-09-11,GAB,2561,22257
2020-09-12,GAB,2573,22257
2020-09-13,GAB,2585,22257
2020-09-14,GAB,2597,22257
2020-09-15,GAB,2609,22257
2020-09-16,GAB,2621,22257
2020-09-17,GAB,2633,22257
2020-09-18,GAB,2645,22257
2020-09-19,GAB,2657,22257
2020-09-20,GAB,2669,22257
2020-09-21,GAB,2681,22257
2020-09-22,GAB,2693,22257
2020-09-23,GAB,2705,22257
2020-09-24,GAB,2717,22257
2020-09-25,GAB,2729,22257
2020-09-26,GAB,2741,22257
2020-09-27,GAB,2753,22257
2020-09-28,GAB,2765,22257
2020-09-29,GAB,2777,22257
2020-09-30,GAB,2789,22257
2020-10-01,GAB,2801,22257
2020-10-02,GAB,2813,22257
2020-10-03,GAB,2825,22257
2020-10-04,GAB,2837,22257
2020-10-05,GAB,2849,22257
2020-10-06,GAB,2861,22257
2020-10-07,GAB,2873,22257
2020-10-08,GAB,2885,22257
2020-10-09,GAB,2897,22257
2020-10-10,GAB,2909,22257
2020-10-11,GAB,2921,22257
2020-10-12,GAB,2933,22257
2020-10-13,GAB,2945,22257
2020-10-14,GAB,2957,22257
2020-10-15,GAB,2969,22257
2020-10-16,GAB,2981,22257
2020-10-17,GAB,2993,22257
2020-10-18,GAB,3005,22257
2020-10-19,GAB,3017,22257
2020-10-20,GAB,3029,22257
2020-10-21,GAB,3041,22257
2020-10-22,GAB,3053,22257
2020-10-23,GAB,3065,22257
2020-10-24,GAB,3077,22257
2020-10-25,GAB,3089,22257
2020-10-26,GAB,3101,22257
2020-10-27,GAB,3113,22257
2020-10-28,GAB,3125,22257
2020-10-29,GAB,3137,22257
2020-10-30,GAB,3149,22257
2020-10-31,GAB,3161,22257
2020-11-01,GAB,3173,22257
2020-11-02,GAB,3185,22257
2020-11-03,GAB,3197,22257
2020-11-04,GAB,3209,22257
2020-11-05,GAB,3221,22257
2020-11-06,GAB,3233,22257
2020-11-07,GAB,3245,22257
2020-11-08,GAB,3257,22257
2020-11-09,GAB,3269,22257
2020-11-10,GAB,3281,22257
2020-11-11,GAB,3293,22257
2020-11-12,GAB,3305,22257
2020-11-13,GAB,3317,22257
2020-11-14,GAB,3329,22257
2020-11-15,GAB,3341,22257
2020-11-16,GAB,3353,22257
2020-11-17,GAB,3365,22257
2020-11-18,GAB,3377,22257
2020-11-19,GAB,3389,22257
2020-11-20,GAB,3401,22257
2020-11-21,GAB,3413,22257
2020-11-22,GAB,3425,22257
2020-11-23,GAB,3437,22257
2020-11-24,GAB,3449,22257
2020-11-25,GAB,3461,22257
2020-11-26,GAB,3473,22257
2020-11-27,GAB,3485,22257
2020-11-28,GAB,3497,22257
2020-11-29,GAB,3509,22257
2020-11-30,GAB,3521,22257
2020-12-01,GAB,3533,22257
2020-12-02,GAB,3545,22257
2020-12-03,GAB,3557,22257
2020-12-04,GAB,3569,22257
2020-12-05,GAB,3581,22257
2020-12-06,GAB,3593,22257
2020-12-07,GAB,3605,22257
2020-12-08,GAB,3617,22257
2020-12-09,GAB,3629,22257
2020-12-10,GAB,3641,22257
2020-12-11,GAB,3653,22257
2020-12-12,GAB,3665,22257
2020-12-13,GAB,3677,22257
2020-12-14,GAB,3689,22257
2020-12-15,GAB,3701,22257
2020-12-16,GAB,3713,22257
2020-12-17,GAB,3725,22257
2020-12-18,GAB,3737,22257
2020-12-19,GAB,3749,22257
2020-12-20,GAB,3761,22257
2020-12-21,GAB,3773,22257
2020-12-22,GAB,3785,22257
2020-12-23,GAB,3797,22257
2020-12-24,GAB,3809,22257
2020-12-25,GAB,3821,22257
2020-12-26,GAB,3833,22257
2020-12-27,GAB,3845,22257
2020-12-28,GAB,3857,22257
2020-12-29,GAB,3869,22257
2020-12-30,GAB,3881,22257
2020-12-31,GAB,3893,22257
2020-04-14,GBR,101708,13240
2020-04-15,GBR,109069,14454
2020-04-16,GBR,116962,15780
2020-04-17,GBR,125426,17226
2020-04-18,GBR,134503,18806
2020-04-19,GBR,144237,20530
2020-04-20,GBR,154676,22412
2020-04-21,GBR,165869,24466
2020-04-22,GBR,177873,26710
2020-04-23,GBR,137600,29158
2020-04-24,GBR,143425,31831
2020-04-25,GBR,148397,34750
2020-04-26,GBR,153586,37936
2020-04-27,GBR,160432,41413
2020-04-28,GBR,166366,45210
2020-04-29,GBR,171043,49355
2020-04-30,GBR,177634,53880
2020-05-01,GBR,184217,58819
2020-05-02,GBR,190521,64212
2020-05-03,GBR,204121,70099
2020-05-04,GBR,180536,76525
2020-05-05,GBR,184432,83541
2020-05-06,GBR,188301,91200
2020-05-07,GBR,192146,99561
2020-05-08,GBR,195972,108688
2020-05-09,GBR,199780,118653
2020-05-10,GBR,203574,129530
2020-05-11,GBR,207356,141406
2020-05-12,GBR,211128,154369
2020-05-13,GBR,214890,168522
2020-05-14,GBR,218646,183971
